EWN_OFFSET;POS;SAMA_Lemma;Pos_Sentiment_score;Neg_Sentiment_Score;Confidence;ANGER;DISGUST;FEAR;JOY;SADNESS;SURPRISE
00038625;r;jarayAn;0.125;0.25;50;0.08437736;0.13828686;0.09105976;0.13029298;0.07208651;0.21296919
00204125;r;hAfit;0.25;0;50;0.22607782;0.16405471;0.02257888;0.03799295;0.12498066;0.10737146
00112601;r;Ealiyl;0;0;100;0.09155757;0.06227431;0.10091039;0.21321677;0.09951923;0.12643324
00072329;r;Hawol;0.0625;0.03125;67.0;0.12109017;0.09632987;0.17137890;0.10417346;0.16846395;0.11981221
00161932;r;jihAr;0.0;0.0;100.0;0.14954976;0.12353083;0.16446004;0.08788318;0.10453980;0.06504176
00276076;r;mufaro$iH;0.0;0.0;50.0;0.13523494;0.04989595;0.00000000;0.00000000;0.13526125;0.28051887
00075442;r;>amAmiy~;0.03125;0.0;50.0;0.09931010;0.10531606;0.07392687;0.15679775;0.11355414;0.16138931
00061203;r;lAHiq;0.0;0.0625;67.0;0.14352039;0.12288258;0.12412270;0.10509957;0.16012050;0.11204648
00025144;r;damawiy~;0;0.25;50;0.12115573;0.10571777;0.12634192;0.16775420;0.06452723;0.19714736
00355615;r;hiyfiy;0;0;100;0.12001541;0.11798754;0.15378849;0.11551373;0.15541169;0.10797081
00112601;r;jadiyd;0.0;0.0;75.0;0.09155757;0.06227431;0.10091039;0.21321677;0.09951923;0.12643324
00046299;r;taSoriyf;0;0.125;50;0.07159158;0.07833520;0.07990998;0.14537524;0.06952256;0.12485367
00103664;r;>lx;0;0;100;0.08663727;0.12403293;0.03778220;0.09728547;0.03894278;0.14992488
00368663;r;tamAm;0.3046875;0.0;50.0;0.10506111;0.11560751;0.09484518;0.13230726;0.12941957;0.17983455
00010759;r;faHasbu;0.078125;0.08203125;50.0;0.14445180;0.13648272;0.10672072;0.11138523;0.11609629;0.13288252
00029639;r;>aboEad;0.0;0.0;50.0;0.22772789;0.05757104;0.09163166;0.28996204;0.07689121;0.07411530
00048138;r;tamAdiy;0;0;50;0.11724143;0.12993067;0.08132963;0.14546207;0.10983038;0.14724818
00032299;r;Earim;0.125;0;50;0.22405877;0.05985982;0.14531118;0.18915905;0.08412536;0.06276331
00027384;r;sakanap;0.015625;0.234375;50.0;0.11747237;0.13035450;0.12398638;0.11081036;0.15408475;0.12544655
00110919;r;ZihArap;0.0;0.0;50.0;0.10764044;0.12051711;0.18394007;0.09756350;0.17018986;0.14263082
00159040;r;maval;0;0;100;0.05698108;0.09076066;0.01929077;0.16162367;0.14711277;0.33436525
00045607;r;warA';0.0;0.00048828125;33.0;0.09297922;0.13385566;0.10249680;0.11840486;0.13133312;0.15533917
00305570;r;muqaE~ar;0.0;0.0;33.0;0.10487046;0.09508100;0.14923649;0.11033043;0.14853463;0.15474960
00112601;r;Tariy~;0;0;50;0.09155757;0.06227431;0.10091039;0.21321677;0.09951923;0.12643324
00123924;r;wirAviy~;0;0;100;0.01995681;0.11241162;0.01667943;0.09603739;0.12777510;0.21313875
00335809;r;fAloSuw;0.25;0;50;0.15081939;0.02239370;0.42212338;0.03012951;0.12842968;0.03080256
00505853;r;wator;0.0;0.0;50.0;0.17384226;0.23452703;0.06516675;0.13251131;0.15712814;0.05646625
00188510;r;>ayo;0;0;100;0.10403368;0.15578248;0.06661265;0.15818283;0.06211096;0.16790229
00016458;r;radiy';0.125;0.25;33.0;0.06211426;0.08506950;0.22163524;0.08646384;0.10906279;0.13217872
00038625;r;masorab;0.125;0.25;33;0.08437736;0.13828686;0.09105976;0.13029298;0.07208651;0.21296919
00335809;r;musotaEAr;0.25;0;50;0.15081939;0.02239370;0.42212338;0.03012951;0.12842968;0.03080256
00008600;r;faqaT;0.06640625;0.07421875;100.0;0.14459297;0.13475550;0.10855348;0.11609506;0.12159169;0.13463718
00065575;r;Tawiyl;0.046875;0.0;45.75;0.09421113;0.16121973;0.09163840;0.11084780;0.10620303;0.15598300
